dteday,cnt,temp
2011-06-16,151,0.628333
2011-06-16,153,0.628333
2011-06-16,159,0.628333
2011-06-16,294,0.628333
2011-06-16,272,0.628333
2011-06-16,325,0.628333
2011-06-16,327,0.628333
2011-06-16,201,0.628333
2011-06-16,188,0.628333
2011-06-16,151,0.628333
2011-06-16,16,0.628333
2011-06-17,24,0.649167
2011-06-17,23,0.649167
2011-06-17,13,0.649167
2011-06-17,6,0.649167
2011-06-17,6,0.649167
2011-06-17,13,0.649167
2011-06-17,97,0.649167
2011-06-17,250,0.649167
2011-06-17,454,0.649167
2011-06-17,224,0.649167
2011-06-17,170,0.649167
2011-06-17,181,0.649167
2011-06-17,243,0.649167
2011-06-17,204,0.649167
2011-06-17,215,0.649167
2011-06-17,243,0.649167
2011-06-17,355,0.649167
2011-06-17,552,0.649167
2011-06-17,450,0.649167
2011-06-17,328,0.649167
2011-06-17,232,0.649167
2011-06-17,208,0.649167
2011-06-17,175,0.649167
2011-06-17,178,0.649167
2011-06-18,104,0.696667
2011-06-18,95,0.696667
2011-06-18,53,0.696667
2011-06-18,20,0.696667
2011-06-18,5,0.696667
2011-06-18,7,0.696667
2011-06-18,27,0.696667
2011-06-18,57,0.696667
2011-06-18,131,0.696667
2011-06-18,218,0.696667
2011-06-18,244,0.696667
2011-06-18,404,0.696667
2011-06-18,420,0.696667
2011-06-18,327,0.696667
2011-06-18,334,0.696667
2011-06-18,367,0.696667
2011-06-18,468,0.696667
2011-06-18,449,0.696667
2011-06-18,381,0.696667
2011-06-18,326,0.696667
2011-06-18,188,0.696667
2011-06-18,183,0.696667
2011-06-18,161,0.696667
2011-06-18,150,0.696667
2011-06-19,89,0.699167
2011-06-19,76,0.699167
2011-06-19,72,0.699167
2011-06-19,30,0.699167
2011-06-19,17,0.699167
2011-06-19,19,0.699167
2011-06-19,33,0.699167
2011-06-19,71,0.699167
2011-06-19,84,0.699167
2011-06-19,169,0.699167
2011-06-19,244,0.699167
2011-06-19,377,0.699167
2011-06-19,396,0.699167
2011-06-19,363,0.699167
2011-06-19,317,0.699167
2011-06-19,362,0.699167
2011-06-19,378,0.699167
2011-06-19,397,0.699167
2011-06-19,296,0.699167
2011-06-19,311,0.699167
2011-06-19,232,0.699167
2011-06-19,167,0.699167
2011-06-19,152,0.699167
2011-06-19,92,0.699167
2011-06-20,26,0.635
2011-06-20,12,0.635
2011-06-20,2,0.635
2011-06-20,1,0.635
2011-06-20,3,0.635
2011-06-20,3,0.635
2011-06-20,26,0.635
2011-06-20,46,0.635
2011-06-20,221,0.635
2011-06-20,219,0.635
2011-06-20,91,0.635
2011-06-20,94,0.635
2011-06-20,162,0.635
2011-06-20,179,0.635
2011-06-20,175,0.635
2011-06-20,205,0.635
2011-06-20,299,0.635
2011-06-20,565,0.635
2011-06-20,538,0.635
2011-06-20,431,0.635
2011-06-20,316,0.635
2011-06-20,206,0.635
2011-06-20,130,0.635
2011-06-20,60,0.635
2011-06-21,33,0.680833
2011-06-21,14,0.680833
2011-06-21,6,0.680833
2011-06-21,2,0.680833
2011-06-21,9,0.680833
2011-06-21,25,0.680833
2011-06-21,115,0.680833
2011-06-21,309,0.680833
2011-06-21,401,0.680833
2011-06-21,275,0.680833
2011-06-21,161,0.680833
2011-06-21,171,0.680833
2011-06-21,189,0.680833
2011-06-21,207,0.680833
2011-06-21,152,0.680833
2011-06-21,170,0.680833
2011-06-21,335,0.680833
2011-06-21,572,0.680833
2011-06-21,536,0.680833
2011-06-21,425,0.680833
2011-06-21,326,0.680833
2011-06-21,229,0.680833
2011-06-21,109,0.680833
2011-06-21,64,0.680833
2011-06-22,33,0.733333
2011-06-22,21,0.733333
2011-06-22,7,0.733333
2011-06-22,7,0.733333
2011-06-22,11,0.733333
2011-06-22,23,0.733333
2011-06-22,122,0.733333
2011-06-22,311,0.733333
2011-06-22,423,0.733333
2011-06-22,219,0.733333
2011-06-22,135,0.733333
2011-06-22,145,0.733333
2011-06-22,188,0.733333
2011-06-22,147,0.733333
2011-06-22,145,0.733333
2011-06-22,146,0.733333
2011-06-22,258,0.733333
2011-06-22,529,0.733333
2011-06-22,513,0.733333
2011-06-22,342,0.733333
2011-06-22,282,0.733333
2011-06-22,247,0.733333
2011-06-22,148,0.733333
2011-06-22,105,0.733333
2011-06-23,49,0.728333
2011-06-23,31,0.728333
2011-06-23,4,0.728333
2011-06-23,5,0.728333
2011-06-23,7,0.728333
2011-06-23,24,0.728333
2011-06-23,100,0.728333
2011-06-23,327,0.728333
2011-06-23,432,0.728333
2011-06-23,227,0.728333
2011-06-23,127,0.728333
2011-06-23,136,0.728333
2011-06-23,160,0.728333
2011-06-23,186,0.728333
2011-06-23,149,0.728333
2011-06-23,189,0.728333
2011-06-23,275,0.728333
2011-06-23,569,0.728333
2011-06-23,540,0.728333
2011-06-23,400,0.728333
2011-06-23,352,0.728333
2011-06-23,234,0.728333
2011-06-23,162,0.728333
2011-06-23,105,0.728333
2011-06-24,63,0.724167
2011-06-24,28,0.724167
2011-06-24,14,0.724167
2011-06-24,5,0.724167
2011-06-24,9,0.724167
2011-06-24,20,0.724167
2011-06-24,91,0.724167
2011-06-24,268,0.724167
2011-06-24,466,0.724167
2011-06-24,231,0.724167
2011-06-24,145,0.724167
2011-06-24,203,0.724167
2011-06-24,201,0.724167
2011-06-24,221,0.724167
2011-06-24,229,0.724167
2011-06-24,216,0.724167
2011-06-24,327,0.724167
2011-06-24,557,0.724167
2011-06-24,452,0.724167
2011-06-24,385,0.724167
2011-06-24,288,0.724167
2011-06-24,233,0.724167
2011-06-24,167,0.724167
2011-06-24,172,0.724167
2011-06-25,116,0.695
2011-06-25,95,0.695
2011-06-25,59,0.695
2011-06-25,39,0.695
2011-06-25,11,0.695
2011-06-25,14,0.695
2011-06-25,29,0.695
2011-06-25,42,0.695
2011-06-25,112,0.695
2011-06-25,186,0.695
2011-06-25,302,0.695
2011-06-25,331,0.695
2011-06-25,392,0.695
2011-06-25,371,0.695
2011-06-25,383,0.695
2011-06-25,392,0.695
2011-06-25,410,0.695
2011-06-25,399,0.695
2011-06-25,307,0.695
2011-06-25,375,0.695
2011-06-25,269,0.695
2011-06-25,202,0.695
2011-06-25,187,0.695
2011-06-25,179,0.695
2011-06-26,115,0.68
2011-06-26,90,0.68
2011-06-26,87,0.68
2011-06-26,34,0.68
2011-06-26,11,0.68
2011-06-26,12,0.68
2011-06-26,20,0.68
2011-06-26,51,0.68
2011-06-26,107,0.68
2011-06-26,206,0.68
2011-06-26,332,0.68
2011-06-26,346,0.68
2011-06-26,443,0.68
2011-06-26,442,0.68
2011-06-26,443,0.68
2011-06-26,403,0.68
2011-06-26,455,0.68
2011-06-26,421,0.68
2011-06-26,382,0.68
2011-06-26,317,0.68
2011-06-26,213,0.68
2011-06-26,183,0.68
2011-06-26,114,0.68
2011-06-26,78,0.68
2011-06-27,32,0.6825
2011-06-27,15,0.6825
2011-06-27,6,0.6825
2011-06-27,2,0.6825
2011-06-27,9,0.6825
2011-06-27,22,0.6825
2011-06-27,94,0.6825
2011-06-27,261,0.6825
2011-06-27,447,0.6825
2011-06-27,187,0.6825
2011-06-27,150,0.6825
2011-06-27,150,0.6825
2011-06-27,170,0.6825
2011-06-27,164,0.6825
2011-06-27,158,0.6825
2011-06-27,202,0.6825
2011-06-27,275,0.6825
2011-06-27,604,0.6825
2011-06-27,591,0.6825
2011-06-27,396,0.6825
2011-06-27,305,0.6825
2011-06-27,242,0.6825
2011-06-27,145,0.6825
2011-06-27,81,0.6825
2011-06-28,30,0.744167
2011-06-28,13,0.744167
2011-06-28,11,0.744167
2011-06-28,2,0.744167
2011-06-28,8,0.744167
2011-06-28,21,0.744167
2011-06-28,124,0.744167
2011-06-28,347,0.744167
2011-06-28,456,0.744167
2011-06-28,246,0.744167
2011-06-28,157,0.744167
2011-06-28,167,0.744167
2011-06-28,202,0.744167
2011-06-28,189,0.744167
2011-06-28,160,0.744167
2011-06-28,166,0.744167
2011-06-28,261,0.744167
2011-06-28,579,0.744167
2011-06-28,504,0.744167
2011-06-28,299,0.744167
2011-06-28,296,0.744167
2011-06-28,195,0.744167
2011-06-28,134,0.744167
2011-06-28,81,0.744167
2011-06-29,36,0.728333
2011-06-29,28,0.728333
2011-06-29,16,0.728333
2011-06-29,5,0.728333
2011-06-29,5,0.728333
2011-06-29,22,0.728333
2011-06-29,116,0.728333
2011-06-29,336,0.728333
2011-06-29,540,0.728333
2011-06-29,221,0.728333
2011-06-29,126,0.728333
2011-06-29,170,0.728333
2011-06-29,243,0.728333
2011-06-29,231,0.728333
2011-06-29,188,0.728333
2011-06-29,189,0.728333
2011-06-29,328,0.728333
2011-06-29,570,0.728333
2011-06-29,588,0.728333
2011-06-29,401,0.728333
2011-06-29,333,0.728333
2011-06-29,221,0.728333
2011-06-29,183,0.728333
2011-06-29,129,0.728333
2011-06-30,54,0.696667
2011-06-30,32,0.696667
2011-06-30,8,0.696667
2011-06-30,9,0.696667
2011-06-30,6,0.696667
2011-06-30,25,0.696667
2011-06-30,123,0.696667
2011-06-30,320,0.696667
2011-06-30,555,0.696667
2011-06-30,260,0.696667
2011-06-30,132,0.696667
2011-06-30,169,0.696667
2011-06-30,233,0.696667
2011-06-30,232,0.696667
2011-06-30,163,0.696667
2011-06-30,240,0.696667
2011-06-30,323,0.696667
2011-06-30,594,0.696667
2011-06-30,586,0.696667
2011-06-30,455,0.696667
2011-06-30,340,0.696667
2011-06-30,323,0.696667
2011-06-30,207,0.696667
2011-06-30,126,0.696667
2011-07-01,68,0.7225
2011-07-01,31,0.7225
2011-07-01,13,0.7225
2011-07-01,11,0.7225
2011-07-01,6,0.7225
2011-07-01,30,0.7225
2011-07-01,108,0.7225
2011-07-01,243,0.7225
2011-07-01,492,0.7225
2011-07-01,260,0.7225
2011-07-01,170,0.7225
2011-07-01,214,0.7225
2011-07-01,263,0.7225
2011-07-01,292,0.7225
2011-07-01,303,0.7225
2011-07-01,381,0.7225
2011-07-01,427,0.7225
2011-07-01,461,0.7225
2011-07-01,422,0.7225
2011-07-01,318,0.7225
2011-07-01,269,0.7225
2011-07-01,218,0.7225
2011-07-01,222,0.7225
2011-07-01,140,0.7225
2011-07-02,115,0.738333
2011-07-02,78,0.738333
2011-07-02,52,0.738333
2011-07-02,26,0.738333
2011-07-02,11,0.738333
2011-07-02,14,0.738333
2011-07-02,32,0.738333
2011-07-02,45,0.738333
2011-07-02,132,0.738333
2011-07-02,179,0.738333
2011-07-02,271,0.738333
2011-07-02,357,0.738333
2011-07-02,374,0.738333
2011-07-02,404,0.738333
2011-07-02,392,0.738333
2011-07-02,331,0.738333
2011-07-02,398,0.738333
2011-07-02,349,0.738333
2011-07-02,383,0.738333
2011-07-02,305,0.738333
2011-07-02,284,0.738333
2011-07-02,232,0.738333
2011-07-02,201,0.738333
2011-07-02,154,0.738333
2011-07-03,144,0.716667
2011-07-03,78,0.716667
2011-07-03,69,0.716667
2011-07-03,33,0.716667
2011-07-03,5,0.716667
2011-07-03,1,0.716667
2011-07-03,3,0.716667
2011-07-03,25,0.716667
2011-07-03,92,0.716667
2011-07-03,181,0.716667
2011-07-03,264,0.716667
2011-07-03,390,0.716667
2011-07-03,404,0.716667
2011-07-03,421,0.716667
2011-07-03,375,0.716667
2011-07-03,376,0.716667
2011-07-03,414,0.716667
2011-07-03,358,0.716667
2011-07-03,181,0.716667
2011-07-03,183,0.716667
2011-07-03,176,0.716667
2011-07-03,167,0.716667
2011-07-03,162,0.716667
2011-07-03,147,0.716667
2011-07-04,140,0.726667
2011-07-04,119,0.726667
2011-07-04,63,0.726667
2011-07-04,26,0.726667
2011-07-04,12,0.726667
2011-07-04,4,0.726667
2011-07-04,16,0.726667
2011-07-04,36,0.726667
2011-07-04,86,0.726667
2011-07-04,238,0.726667
2011-07-04,280,0.726667
2011-07-04,349,0.726667
2011-07-04,447,0.726667
2011-07-04,423,0.726667
2011-07-04,408,0.726667
2011-07-04,408,0.726667
2011-07-04,452,0.726667
2011-07-04,436,0.726667
2011-07-04,418,0.726667
2011-07-04,375,0.726667
2011-07-04,386,0.726667
2011-07-04,457,0.726667
2011-07-04,326,0.726667
2011-07-04,138,0.726667
2011-07-05,55,0.746667
2011-07-05,39,0.746667
2011-07-05,13,0.746667
2011-07-05,8,0.746667
2011-07-05,5,0.746667
2011-07-05,20,0.746667
2011-07-05,94,0.746667
2011-07-05,270,0.746667
2011-07-05,432,0.746667
2011-07-05,227,0.746667
2011-07-05,139,0.746667
2011-07-05,172,0.746667
2011-07-05,201,0.746667
2011-07-05,203,0.746667
2011-07-05,178,0.746667
2011-07-05,162,0.746667
2011-07-05,281,0.746667
2011-07-05,545,0.746667
2011-07-05,496,0.746667
2011-07-05,368,0.746667
2011-07-05,284,0.746667
2011-07-05,245,0.746667
2011-07-05,155,0.746667
2011-07-05,73,0.746667
2011-07-06,37,0.72
2011-07-06,15,0.72
2011-07-06,5,0.72
2011-07-06,6,0.72
2011-07-06,6,0.72
2011-07-06,35,0.72
2011-07-06,121,0.72
2011-07-06,312,0.72
2011-07-06,428,0.72
2011-07-06,189,0.72
2011-07-06,43,0.72
2011-07-06,127,0.72
2011-07-06,152,0.72
2011-07-06,140,0.72
2011-07-06,163,0.72
2011-07-06,185,0.72
2011-07-06,275,0.72
2011-07-06,596,0.72
2011-07-06,563,0.72
2011-07-06,394,0.72
2011-07-06,312,0.72
2011-07-06,241,0.72
2011-07-06,186,0.72
2011-07-06,98,0.72
2011-07-07,35,0.75
2011-07-07,16,0.75
2011-07-07,8,0.75
2011-07-07,4,0.75
2011-07-07,4,0.75
2011-07-07,32,0.75
2011-07-07,118,0.75
2011-07-07,292,0.75
2011-07-07,443,0.75
2011-07-07,179,0.75
2011-07-07,101,0.75
2011-07-07,142,0.75
2011-07-07,171,0.75
2011-07-07,155,0.75
2011-07-07,160,0.75
2011-07-07,166,0.75
2011-07-07,265,0.75
2011-07-07,569,0.75
2011-07-07,562,0.75
2011-07-07,365,0.75
2011-07-07,285,0.75
2011-07-07,209,0.75
2011-07-07,182,0.75
2011-07-07,129,0.75
2011-07-08,47,0.709167
2011-07-08,34,0.709167
2011-07-08,22,0.709167
2011-07-08,6,0.709167
2011-07-08,11,0.709167
2011-07-08,27,0.709167
2011-07-08,102,0.709167
2011-07-08,332,0.709167
2011-07-08,457,0.709167
2011-07-08,241,0.709167
2011-07-08,138,0.709167
2011-07-08,165,0.709167
2011-07-08,213,0.709167
2011-07-08,229,0.709167
2011-07-08,216,0.709167
2011-07-08,141,0.709167
2011-07-08,132,0.709167
2011-07-08,167,0.709167
2011-07-08,316,0.709167
2011-07-08,270,0.709167
2011-07-08,250,0.709167
2011-07-08,204,0.709167
2011-07-08,169,0.709167
2011-07-08,151,0.709167
2011-07-09,121,0.733333
2011-07-09,53,0.733333
2011-07-09,55,0.733333
2011-07-09,30,0.733333
2011-07-09,6,0.733333
2011-07-09,15,0.733333
2011-07-09,38,0.733333
2011-07-09,71,0.733333
2011-07-09,182,0.733333
2011-07-09,247,0.733333
2011-07-09,264,0.733333
2011-07-09,290,0.733333
2011-07-09,366,0.733333
2011-07-09,416,0.733333
2011-07-09,373,0.733333
2011-07-09,402,0.733333
2011-07-09,416,0.733333
2011-07-09,401,0.733333
2011-07-09,378,0.733333
2011-07-09,306,0.733333
2011-07-09,314,0.733333
2011-07-09,238,0.733333
2011-07-09,214,0.733333
2011-07-09,140,0.733333
2011-07-10,154,0.7475
2011-07-10,113,0.7475
2011-07-10,96,0.7475
2011-07-10,25,0.7475
2011-07-10,5,0.7475
2011-07-10,17,0.7475
2011-07-10,25,0.7475
2011-07-10,65,0.7475
2011-07-10,92,0.7475
2011-07-10,169,0.7475
2011-07-10,268,0.7475
2011-07-10,287,0.7475
2011-07-10,377,0.7475
2011-07-10,367,0.7475
2011-07-10,349,0.7475
2011-07-10,361,0.7475
2011-07-10,372,0.7475
2011-07-10,363,0.7475
2011-07-10,363,0.7475
2011-07-10,303,0.7475
2011-07-10,268,0.7475
2011-07-10,227,0.7475
2011-07-10,143,0.7475
2011-07-10,72,0.7475
2011-07-11,35,0.7625
2011-07-11,10,0.7625
2011-07-11,12,0.7625
2011-07-11,10,0.7625
2011-07-11,4,0.7625
2011-07-11,26,0.7625
2011-07-11,121,0.7625
2011-07-11,317,0.7625
2011-07-11,420,0.7625
2011-07-11,208,0.7625
2011-07-11,117,0.7625
2011-07-11,128,0.7625
2011-07-11,148,0.7625
2011-07-11,141,0.7625
2011-07-11,134,0.7625
2011-07-11,146,0.7625
2011-07-11,239,0.7625
2011-07-11,514,0.7625
2011-07-11,472,0.7625
2011-07-11,373,0.7625
2011-07-11,236,0.7625
2011-07-11,130,0.7625
2011-07-11,90,0.7625
2011-07-11,55,0.7625
2011-07-12,22,0.794167
2011-07-12,14,0.794167
2011-07-12,9,0.794167
2011-07-12,8,0.794167
2011-07-12,6,0.794167
2011-07-12,25,0.794167
2011-07-12,115,0.794167
2011-07-12,330,0.794167
2011-07-12,417,0.794167
2011-07-12,176,0.794167
2011-07-12,123,0.794167
2011-07-12,125,0.794167
2011-07-12,163,0.794167
2011-07-12,136,0.794167
2011-07-12,124,0.794167
2011-07-12,148,0.794167
2011-07-12,202,0.794167
2011-07-12,428,0.794167
2011-07-12,511,0.794167
2011-07-12,337,0.794167
2011-07-12,308,0.794167
2011-07-12,258,0.794167
2011-07-12,194,0.794167
2011-07-12,79,0.794167
2011-07-13,46,0.746667
2011-07-13,12,0.746667
2011-07-13,5,0.746667
2011-07-13,4,0.746667
2011-07-13,5,0.746667
2011-07-13,26,0.746667
2011-07-13,121,0.746667
2011-07-13,313,0.746667
2011-07-13,449,0.746667
2011-07-13,186,0.746667
2011-07-13,113,0.746667
2011-07-13,165,0.746667
2011-07-13,174,0.746667
2011-07-13,158,0.746667
2011-07-13,116,0.746667
2011-07-13,46,0.746667
2011-07-13,141,0.746667
2011-07-13,488,0.746667
2011-07-13,463,0.746667
2011-07-13,419,0.746667
2011-07-13,342,0.746667
2011-07-13,250,0.746667
2011-07-13,184,0.746667
2011-07-13,116,0.746667
2011-07-14,46,0.680833
2011-07-14,25,0.680833
2011-07-14,10,0.680833
2011-07-14,6,0.680833
2011-07-14,6,0.680833
2011-07-14,28,0.680833
2011-07-14,130,0.680833
2011-07-14,334,0.680833
2011-07-14,486,0.680833
2011-07-14,224,0.680833
2011-07-14,127,0.680833
2011-07-14,148,0.680833
2011-07-14,223,0.680833
2011-07-14,177,0.680833
2011-07-14,178,0.680833
2011-07-14,180,0.680833
2011-07-14,274,0.680833
2011-07-14,595,0.680833
2011-07-14,578,0.680833
2011-07-14,400,0.680833
2011-07-14,348,0.680833
2011-07-14,261,0.680833
2011-07-14,176,0.680833
2011-07-14,124,0.680833
2011-07-15,80,0.663333
2011-07-15,20,0.663333
2011-07-15,38,0.663333
2011-07-15,7,0.663333
2011-07-15,10,0.663333
2011-07-15,23,0.663333
2011-07-15,120,0.663333
2011-07-15,274,0.663333
2011-07-15,564,0.663333
2011-07-15,207,0.663333
2011-07-15,166,0.663333
2011-07-15,210,0.663333
2011-07-15,238,0.663333
2011-07-15,247,0.663333
2011-07-15,265,0.663333
2011-07-15,237,0.663333
2011-07-15,361,0.663333
2011-07-15,587,0.663333
2011-07-15,496,0.663333
2011-07-15,394,0.663333
2011-07-15,343,0.663333
2011-07-15,261,0.663333
2011-07-15,223,0.663333
2011-07-15,167,0.663333
2011-07-16,110,0.686667
2011-07-16,75,0.686667
2011-07-16,58,0.686667
2011-07-16,26,0.686667
2011-07-16,16,0.686667
2011-07-16,10,0.686667
2011-07-16,37,0.686667
2011-07-16,52,0.686667
2011-07-16,127,0.686667
2011-07-16,222,0.686667
2011-07-16,322,0.686667
2011-07-16,396,0.686667
2011-07-16,463,0.686667
2011-07-16,497,0.686667
2011-07-16,433,0.686667
2011-07-16,428,0.686667
2011-07-16,425,0.686667
2011-07-16,475,0.686667
2011-07-16,428,0.686667
2011-07-16,406,0.686667
2011-07-16,296,0.686667
2011-07-16,252,0.686667
2011-07-16,201,0.686667
2011-07-16,168,0.686667
2011-07-17,125,0.719167
2011-07-17,102,0.719167
2011-07-17,94,0.719167
2011-07-17,47,0.719167
2011-07-17,10,0.719167
2011-07-17,12,0.719167
2011-07-17,21,0.719167
2011-07-17,50,0.719167
2011-07-17,118,0.719167
2011-07-17,184,0.719167
2011-07-17,304,0.719167
2011-07-17,391,0.719167
2011-07-17,420,0.719167
2011-07-17,472,0.719167
2011-07-17,430,0.719167
2011-07-17,324,0.719167
2011-07-17,317,0.719167
2011-07-17,369,0.719167
2011-07-17,390,0.719167
2011-07-17,379,0.719167
2011-07-17,262,0.719167
2011-07-17,207,0.719167
2011-07-17,181,0.719167
2011-07-17,93,0.719167
2011-07-18,51,0.746667
2011-07-18,25,0.746667
2011-07-18,10,0.746667
2011-07-18,7,0.746667
2011-07-18,4,0.746667
2011-07-18,17,0.746667
2011-07-18,105,0.746667
2011-07-18,277,0.746667
2011-07-18,347,0.746667
2011-07-18,203,0.746667
2011-07-18,130,0.746667
2011-07-18,141,0.746667
2011-07-18,165,0.746667
2011-07-18,152,0.746667
2011-07-18,138,0.746667
2011-07-18,164,0.746667
2011-07-18,265,0.746667
2011-07-18,545,0.746667
2011-07-18,558,0.746667
2011-07-18,398,0.746667
2011-07-18,323,0.746667
2011-07-18,202,0.746667
2011-07-18,140,0.746667
2011-07-18,91,0.746667
2011-07-19,51,0.776667
2011-07-19,13,0.776667
2011-07-19,13,0.776667
2011-07-19,3,0.776667
2011-07-19,5,0.776667
2011-07-19,19,0.776667
2011-07-19,134,0.776667
2011-07-19,315,0.776667
2011-07-19,412,0.776667
2011-07-19,199,0.776667
2011-07-19,141,0.776667
2011-07-19,127,0.776667
2011-07-19,153,0.776667
2011-07-19,172,0.776667
2011-07-19,152,0.776667
2011-07-19,158,0.776667
2011-07-19,277,0.776667
2011-07-19,513,0.776667
2011-07-19,530,0.776667
2011-07-19,388,0.776667
2011-07-19,277,0.776667
2011-07-19,241,0.776667
2011-07-19,156,0.776667
2011-07-19,92,0.776667
2011-07-20,40,0.768333
2011-07-20,11,0.768333
2011-07-20,9,0.768333
2011-07-20,6,0.768333
2011-07-20,4,0.768333
2011-07-20,23,0.768333
2011-07-20,116,0.768333
2011-07-20,303,0.768333
2011-07-20,438,0.768333
2011-07-20,209,0.768333
2011-07-20,110,0.768333
2011-07-20,142,0.768333
2011-07-20,149,0.768333
2011-07-20,120,0.768333
2011-07-20,127,0.768333
2011-07-20,138,0.768333
2011-07-20,234,0.768333
2011-07-20,455,0.768333
2011-07-20,497,0.768333
2011-07-20,382,0.768333
2011-07-20,309,0.768333
2011-07-20,242,0.768333
2011-07-20,169,0.768333
2011-07-20,99,0.768333
2011-07-21,42,0.815
2011-07-21,21,0.815
2011-07-21,6,0.815
2011-07-21,6,0.815
2011-07-21,4,0.815
2011-07-21,18,0.815
2011-07-21,117,0.815
2011-07-21,274,0.815
2011-07-21,381,0.815
2011-07-21,200,0.815
2011-07-21,78,0.815
2011-07-21,106,0.815
2011-07-21,135,0.815
2011-07-21,102,0.815
2011-07-21,147,0.815
2011-07-21,133,0.815
2011-07-21,210,0.815
2011-07-21,414,0.815
2011-07-21,382,0.815
2011-07-21,284,0.815
2011-07-21,237,0.815
2011-07-21,225,0.815
2011-07-21,149,0.815
2011-07-21,113,0.815
2011-07-22,60,0.848333
2011-07-22,24,0.848333
2011-07-22,14,0.848333
2011-07-22,7,0.848333
2011-07-22,13,0.848333
2011-07-22,19,0.848333
2011-07-22,96,0.848333
2011-07-22,252,0.848333
2011-07-22,322,0.848333
2011-07-22,208,0.848333
2011-07-22,115,0.848333
2011-07-22,109,0.848333
2011-07-22,115,0.848333
2011-07-22,123,0.848333
2011-07-22,101,0.848333
2011-07-22,133,0.848333
2011-07-22,182,0.848333
2011-07-22,306,0.848333
2011-07-22,284,0.848333
2011-07-22,250,0.848333
2011-07-22,212,0.848333
2011-07-22,190,0.848333
2011-07-22,149,0.848333
2011-07-22,103,0.848333
2011-07-23,101,0.849167
2011-07-23,70,0.849167
2011-07-23,61,0.849167
2011-07-23,22,0.849167
2011-07-23,9,0.849167
2011-07-23,7,0.849167
2011-07-23,25,0.849167
2011-07-23,45,0.849167
2011-07-23,109,0.849167
2011-07-23,132,0.849167
2011-07-23,198,0.849167
2011-07-23,216,0.849167
2011-07-23,235,0.849167
2011-07-23,245,0.849167
2011-07-23,236,0.849167
2011-07-23,215,0.849167
2011-07-23,221,0.849167
2011-07-23,197,0.849167
2011-07-23,196,0.849167
2011-07-23,217,0.849167
2011-07-23,145,0.849167
2011-07-23,154,0.849167
2011-07-23,125,0.849167
2011-07-23,104,0.849167
2011-07-24,119,0.83
2011-07-24,96,0.83
2011-07-24,60,0.83
2011-07-24,37,0.83
2011-07-24,6,0.83
2011-07-24,8,0.83
2011-07-24,22,0.83
2011-07-24,35,0.83
2011-07-24,104,0.83
2011-07-24,154,0.83
2011-07-24,226,0.83
2011-07-24,243,0.83
2011-07-24,246,0.83
2011-07-24,252,0.83
2011-07-24,283,0.83
2011-07-24,238,0.83
2011-07-24,249,0.83
2011-07-24,249,0.83
2011-07-24,243,0.83
2011-07-24,240,0.83
2011-07-24,195,0.83
2011-07-24,153,0.83
2011-07-24,98,0.83
2011-07-24,50,0.83
2011-07-25,34,0.743333
2011-07-25,12,0.743333
2011-07-25,6,0.743333
2011-07-25,4,0.743333
2011-07-25,6,0.743333
2011-07-25,24,0.743333
2011-07-25,107,0.743333
2011-07-25,277,0.743333
2011-07-25,387,0.743333
2011-07-25,135,0.743333
2011-07-25,84,0.743333
2011-07-25,107,0.743333
2011-07-25,67,0.743333
2011-07-25,78,0.743333
2011-07-25,90,0.743333
2011-07-25,112,0.743333
2011-07-25,198,0.743333
2011-07-25,485,0.743333
2011-07-25,533,0.743333
2011-07-25,386,0.743333
2011-07-25,302,0.743333
2011-07-25,194,0.743333
2011-07-25,125,0.743333
2011-07-25,87,0.743333
2011-07-26,28,0.771667
2011-07-26,12,0.771667
2011-07-26,7,0.771667
2011-07-26,4,0.771667
2011-07-26,6,0.771667
2011-07-26,27,0.771667
2011-07-26,110,0.771667
2011-07-26,318,0.771667
2011-07-26,424,0.771667
2011-07-26,187,0.771667
2011-07-26,138,0.771667
2011-07-26,151,0.771667
2011-07-26,147,0.771667
2011-07-26,182,0.771667
2011-07-26,147,0.771667
2011-07-26,163,0.771667
2011-07-26,254,0.771667
2011-07-26,537,0.771667
2011-07-26,546,0.771667
2011-07-26,398,0.771667
2011-07-26,290,0.771667
2011-07-26,267,0.771667
2011-07-26,158,0.771667
2011-07-26,89,0.771667
2011-07-27,45,0.775
2011-07-27,10,0.775
2011-07-27,6,0.775
2011-07-27,4,0.775
2011-07-27,4,0.775
2011-07-27,18,0.775
2011-07-27,123,0.775
2011-07-27,347,0.775
2011-07-27,433,0.775
2011-07-27,216,0.775
2011-07-27,114,0.775
2011-07-27,136,0.775
2011-07-27,169,0.775
2011-07-27,180,0.775
2011-07-27,127,0.775
2011-07-27,140,0.775
2011-07-27,268,0.775
2011-07-27,572,0.775
2011-07-27,541,0.775
2011-07-27,375,0.775
2011-07-27,294,0.775
2011-07-27,245,0.775
2011-07-27,180,0.775
2011-07-27,109,0.775
2011-07-28,45,0.779167
2011-07-28,29,0.779167
2011-07-28,7,0.779167
2011-07-28,5,0.779167
2011-07-28,6,0.779167
2011-07-28,27,0.779167
2011-07-28,116,0.779167
2011-07-28,305,0.779167
2011-07-28,456,0.779167
2011-07-28,210,0.779167
2011-07-28,116,0.779167
2011-07-28,154,0.779167
2011-07-28,186,0.779167
2011-07-28,152,0.779167
2011-07-28,138,0.779167
2011-07-28,146,0.779167
2011-07-28,256,0.779167
